image_path,mask_path,has_solar,dataset,split,quality
data/raw\dataset1\train\z18_183507_104632_png.rf.8db641df78efbee2c5e16405a15a0ece.jpg,data/processed\masks\dataset1_train_z18_183507_104632_png.rf.8db641df78efbee2c5e16405a15a0ece.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182335_y106968_png.rf.0b282e8c02325c0f39f56afbbc3005ee.jpg,data/processed\masks\dataset1_train_z18_x182335_y106968_png.rf.0b282e8c02325c0f39f56afbbc3005ee.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183220_y104707_jpg.rf.50bfdea7403ec59190df956cd5670b7d.jpg,data/processed\masks\dataset1_train_tile_z18_x183220_y104707_jpg.rf.50bfdea7403ec59190df956cd5670b7d.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184297_y103566_png.rf.83b3c273b076797ea237b22424a65601.jpg,data/processed\masks\dataset1_train_z18_x184297_y103566_png.rf.83b3c273b076797ea237b22424a65601.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183513_104632_png.rf.85d029bec270538319d90e9e708885f5.jpg,data/processed\masks\dataset1_train_z18_183513_104632_png.rf.85d029bec270538319d90e9e708885f5.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182380_y107013_png.rf.efb6068e5916ce147c0599ab2a35056c.jpg,data/processed\masks\dataset1_train_z18_x182380_y107013_png.rf.efb6068e5916ce147c0599ab2a35056c.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x182341_y106971_png.rf.2700546e8bc98f25274f35f7bf5a48f7.jpg,data/processed\masks\dataset1_train_z18_x182341_y106971_png.rf.2700546e8bc98f25274f35f7bf5a48f7.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184299_y103549_png.rf.61b3ce575bcde2d2130679133f8f779c.jpg,data/processed\masks\dataset1_train_z18_x184299_y103549_png.rf.61b3ce575bcde2d2130679133f8f779c.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x182364_y106923_png.rf.f48fca191492d3b8da3d89487220fee8.jpg,data/processed\masks\dataset1_train_z18_x182364_y106923_png.rf.f48fca191492d3b8da3d89487220fee8.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183136_y104728_jpg.rf.bc40339d6adb6ba6ea5c3244af5af7b3.jpg,data/processed\masks\dataset1_train_tile_z18_x183136_y104728_jpg.rf.bc40339d6adb6ba6ea5c3244af5af7b3.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183252_103856_png.rf.df8a75ef76c11e5c51b6aac282ea941a.jpg,data/processed\masks\dataset1_train_z18_183252_103856_png.rf.df8a75ef76c11e5c51b6aac282ea941a.png,1,dataset1,train,high
data/raw\dataset1\train\z18_184505_104450_png.rf.1b2d78f26bf26b8289a8ac93b738d8f4.jpg,data/processed\masks\dataset1_train_z18_184505_104450_png.rf.1b2d78f26bf26b8289a8ac93b738d8f4.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x182301_y106942_png.rf.f77eb36b4be781ea6ecf5badb80427cd.jpg,data/processed\masks\dataset1_train_z18_x182301_y106942_png.rf.f77eb36b4be781ea6ecf5badb80427cd.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183510_104627_png.rf.09ae2a513182c602ca14284a3317f8ea.jpg,data/processed\masks\dataset1_train_z18_183510_104627_png.rf.09ae2a513182c602ca14284a3317f8ea.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182365_y106921_png.rf.a97e270505a8fce4d196ba80f3ca12a5.jpg,data/processed\masks\dataset1_train_z18_x182365_y106921_png.rf.a97e270505a8fce4d196ba80f3ca12a5.png,0,dataset1,train,high
data/raw\dataset1\train\z18_184416_104334_png.rf.ae08b59f50f896239784b4f7082ffd1e.jpg,data/processed\masks\dataset1_train_z18_184416_104334_png.rf.ae08b59f50f896239784b4f7082ffd1e.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182313_y107001_png.rf.8fc7782a677daabd22914f386962ee0f.jpg,data/processed\masks\dataset1_train_z18_x182313_y107001_png.rf.8fc7782a677daabd22914f386962ee0f.png,0,dataset1,train,high
data/raw\dataset1\train\z18_184419_104333_png.rf.3af00c0c828ed5acc8b1e2b76bb1e057.jpg,data/processed\masks\dataset1_train_z18_184419_104333_png.rf.3af00c0c828ed5acc8b1e2b76bb1e057.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183519_104642_png.rf.233bfa663f5176f16e9c91f6fb523301.jpg,data/processed\masks\dataset1_train_z18_183519_104642_png.rf.233bfa663f5176f16e9c91f6fb523301.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183217_y104703_jpg.rf.533b330df1a5f91d34edce2b1b0726e5.jpg,data/processed\masks\dataset1_train_tile_z18_x183217_y104703_jpg.rf.533b330df1a5f91d34edce2b1b0726e5.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183272_103837_png.rf.142e975a9c79da9c292b25cd9b3b7fae.jpg,data/processed\masks\dataset1_train_z18_183272_103837_png.rf.142e975a9c79da9c292b25cd9b3b7fae.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183215_y104710_jpg.rf.c29269179462351954042320b10ddc58.jpg,data/processed\masks\dataset1_train_tile_z18_x183215_y104710_jpg.rf.c29269179462351954042320b10ddc58.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184296_y103565_png.rf.b72377450f33895bba5a59675b006061.jpg,data/processed\masks\dataset1_train_z18_x184296_y103565_png.rf.b72377450f33895bba5a59675b006061.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183608_104465_png.rf.3e593e6d6d89a11808fc7fb2f35f649a.jpg,data/processed\masks\dataset1_train_z18_183608_104465_png.rf.3e593e6d6d89a11808fc7fb2f35f649a.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x183083_y104728_png.rf.d0026a7e2598b9726b7a627b88a3039e.jpg,data/processed\masks\dataset1_train_z18_x183083_y104728_png.rf.d0026a7e2598b9726b7a627b88a3039e.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183142_y104734_jpg.rf.2168f342f721580b2821120f57f4350a.jpg,data/processed\masks\dataset1_train_tile_z18_x183142_y104734_jpg.rf.2168f342f721580b2821120f57f4350a.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183206_y104707_jpg.rf.db35a29ee6a2dc88c3dd9b99c6d9c39c.jpg,data/processed\masks\dataset1_train_tile_z18_x183206_y104707_jpg.rf.db35a29ee6a2dc88c3dd9b99c6d9c39c.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182320_y107000_png.rf.50f1745f0f81ff4ac4d88dab27d145ee.jpg,data/processed\masks\dataset1_train_z18_x182320_y107000_png.rf.50f1745f0f81ff4ac4d88dab27d145ee.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x182377_y106973_png.rf.84d62d9e5363c633b74e5f30796140c1.jpg,data/processed\masks\dataset1_train_z18_x182377_y106973_png.rf.84d62d9e5363c633b74e5f30796140c1.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183273_103859_png.rf.83c401765e3f644a61b085d16ce75102.jpg,data/processed\masks\dataset1_train_z18_183273_103859_png.rf.83c401765e3f644a61b085d16ce75102.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184328_y103556_png.rf.8fae4a56ac42f991385c4df0d09cc3c3.jpg,data/processed\masks\dataset1_train_z18_x184328_y103556_png.rf.8fae4a56ac42f991385c4df0d09cc3c3.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183591_104472_png.rf.77fde3b52b5db57bf078c309d9a48a5f.jpg,data/processed\masks\dataset1_train_z18_183591_104472_png.rf.77fde3b52b5db57bf078c309d9a48a5f.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183195_y104720_jpg.rf.9ef2228284e00f9fe93c3b216c62ccd3.jpg,data/processed\masks\dataset1_train_tile_z18_x183195_y104720_jpg.rf.9ef2228284e00f9fe93c3b216c62ccd3.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182312_y106921_png.rf.b358b90cb88f8f82b6e29c34348c9003.jpg,data/processed\masks\dataset1_train_z18_x182312_y106921_png.rf.b358b90cb88f8f82b6e29c34348c9003.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183517_104629_png.rf.e27e95ff183f4a879aec7a2392588fda.jpg,data/processed\masks\dataset1_train_z18_183517_104629_png.rf.e27e95ff183f4a879aec7a2392588fda.png,1,dataset1,train,high
data/raw\dataset1\train\z18_184418_104345_png.rf.ae7aab4af1313d0a6e28e251a30629d0.jpg,data/processed\masks\dataset1_train_z18_184418_104345_png.rf.ae7aab4af1313d0a6e28e251a30629d0.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183221_y104704_jpg.rf.0c3a094181cfafc89c6db8ba905fd31a.jpg,data/processed\masks\dataset1_train_tile_z18_x183221_y104704_jpg.rf.0c3a094181cfafc89c6db8ba905fd31a.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183131_y104727_jpg.rf.de655fd8d528bd1b04012f2b7a1b7477.jpg,data/processed\masks\dataset1_train_tile_z18_x183131_y104727_jpg.rf.de655fd8d528bd1b04012f2b7a1b7477.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183129_y104723_jpg.rf.4e0e079a2a4204950ccf8c46a90659dd.jpg,data/processed\masks\dataset1_train_tile_z18_x183129_y104723_jpg.rf.4e0e079a2a4204950ccf8c46a90659dd.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183137_y104730_jpg.rf.4bd89b609d20c34c19afc15b465239dc.jpg,data/processed\masks\dataset1_train_tile_z18_x183137_y104730_jpg.rf.4bd89b609d20c34c19afc15b465239dc.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183523_104637_png.rf.9c694891b80f4202e8ee4db11f211646.jpg,data/processed\masks\dataset1_train_z18_183523_104637_png.rf.9c694891b80f4202e8ee4db11f211646.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182378_y106979_png.rf.5fd447f03c679d009e8690a82c4f9447.jpg,data/processed\masks\dataset1_train_z18_x182378_y106979_png.rf.5fd447f03c679d009e8690a82c4f9447.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183512_104629_png.rf.6f8475e53d0fc5cf28b56404bc630015.jpg,data/processed\masks\dataset1_train_z18_183512_104629_png.rf.6f8475e53d0fc5cf28b56404bc630015.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184315_y103561_png.rf.12d8bd9373fe9f8b643299d18c8d1409.jpg,data/processed\masks\dataset1_train_z18_x184315_y103561_png.rf.12d8bd9373fe9f8b643299d18c8d1409.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183136_y104732_jpg.rf.d6ce946e764b5f2bd1c213a68b9de9f8.jpg,data/processed\masks\dataset1_train_tile_z18_x183136_y104732_jpg.rf.d6ce946e764b5f2bd1c213a68b9de9f8.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182354_y107097_png.rf.8c7a4332bf1fc17faa12655498826b13.jpg,data/processed\masks\dataset1_train_z18_x182354_y107097_png.rf.8c7a4332bf1fc17faa12655498826b13.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183258_103860_png.rf.130300557c0244a57ed0e04bf91ef79d.jpg,data/processed\masks\dataset1_train_z18_183258_103860_png.rf.130300557c0244a57ed0e04bf91ef79d.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184297_y103569_png.rf.1c9bc98f40b08b7abfd35351f9a9d3a1.jpg,data/processed\masks\dataset1_train_z18_x184297_y103569_png.rf.1c9bc98f40b08b7abfd35351f9a9d3a1.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x182357_y106997_png.rf.9429d03feee2334b983d718cc37562ec.jpg,data/processed\masks\dataset1_train_z18_x182357_y106997_png.rf.9429d03feee2334b983d718cc37562ec.png,0,dataset1,train,high
data/raw\dataset1\train\z18_184794_103899_png.rf.ad45d47c0e95e7babe4523027099c928.jpg,data/processed\masks\dataset1_train_z18_184794_103899_png.rf.ad45d47c0e95e7babe4523027099c928.png,1,dataset1,train,high
data/raw\dataset1\train\z18_184550_104462_png.rf.2e0eb9abb3e3bf7f5e3fbfd5e7fbeb7a.jpg,data/processed\masks\dataset1_train_z18_184550_104462_png.rf.2e0eb9abb3e3bf7f5e3fbfd5e7fbeb7a.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x182364_y106921_png.rf.250237ab27155f594704523bc14ee261.jpg,data/processed\masks\dataset1_train_z18_x182364_y106921_png.rf.250237ab27155f594704523bc14ee261.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x182377_y106980_png.rf.bf8d8f9e6a1f72479dacafe86caa047b.jpg,data/processed\masks\dataset1_train_z18_x182377_y106980_png.rf.bf8d8f9e6a1f72479dacafe86caa047b.png,0,dataset1,train,high
data/raw\dataset1\train\z18_184526_104427_png.rf.d1452a0583a645ac82bb55408fec1a11.jpg,data/processed\masks\dataset1_train_z18_184526_104427_png.rf.d1452a0583a645ac82bb55408fec1a11.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x184296_y103568_png.rf.5dbbf2a3e04ff8434ff0f4ac294898f0.jpg,data/processed\masks\dataset1_train_z18_x184296_y103568_png.rf.5dbbf2a3e04ff8434ff0f4ac294898f0.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183529_104653_png.rf.594a306bc79b42889ce9b5829c951ae3.jpg,data/processed\masks\dataset1_train_z18_183529_104653_png.rf.594a306bc79b42889ce9b5829c951ae3.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183507_104624_png.rf.906c902bf5cf5d8a97d0ec86ac5e277d.jpg,data/processed\masks\dataset1_train_z18_183507_104624_png.rf.906c902bf5cf5d8a97d0ec86ac5e277d.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183131_y104725_jpg.rf.c244f0bd24a75651fb9468c47f934208.jpg,data/processed\masks\dataset1_train_tile_z18_x183131_y104725_jpg.rf.c244f0bd24a75651fb9468c47f934208.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183522_104646_png.rf.818f960608b775057776befe3cafccd2.jpg,data/processed\masks\dataset1_train_z18_183522_104646_png.rf.818f960608b775057776befe3cafccd2.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183265_103856_png.rf.bbd73a2e6a05a20927ee9dab23dfe751.jpg,data/processed\masks\dataset1_train_z18_183265_103856_png.rf.bbd73a2e6a05a20927ee9dab23dfe751.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x183078_y104729_png.rf.78f65bf1ef92dc0dc171c02d6eb30f28.jpg,data/processed\masks\dataset1_train_z18_x183078_y104729_png.rf.78f65bf1ef92dc0dc171c02d6eb30f28.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183495_104667_png.rf.a4be45bcfdf08924c182d33836ea2605.jpg,data/processed\masks\dataset1_train_z18_183495_104667_png.rf.a4be45bcfdf08924c182d33836ea2605.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183184_104909_png.rf.d75dd4382b59202030733c99087b5250.jpg,data/processed\masks\dataset1_train_z18_183184_104909_png.rf.d75dd4382b59202030733c99087b5250.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x183084_y104727_png.rf.a075757d9ec9b0edcc7e08a62e13f6d9.jpg,data/processed\masks\dataset1_train_z18_x183084_y104727_png.rf.a075757d9ec9b0edcc7e08a62e13f6d9.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182335_y106934_png.rf.418dcdc85c855f1d8498b7efdccb9ade.jpg,data/processed\masks\dataset1_train_z18_x182335_y106934_png.rf.418dcdc85c855f1d8498b7efdccb9ade.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x183082_y104725_png.rf.6dc7ade1632845cf1646f77f7caf37b0.jpg,data/processed\masks\dataset1_train_z18_x183082_y104725_png.rf.6dc7ade1632845cf1646f77f7caf37b0.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182363_y106923_png.rf.b787e2fd47c3243c7a54c481aa0c32f1.jpg,data/processed\masks\dataset1_train_z18_x182363_y106923_png.rf.b787e2fd47c3243c7a54c481aa0c32f1.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183603_104469_png.rf.56c34bb102b0a0c3296d26b15cef9a91.jpg,data/processed\masks\dataset1_train_z18_183603_104469_png.rf.56c34bb102b0a0c3296d26b15cef9a91.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183153_y104734_jpg.rf.c8881c5d7f913062dd08de1bb9fce9ad.jpg,data/processed\masks\dataset1_train_tile_z18_x183153_y104734_jpg.rf.c8881c5d7f913062dd08de1bb9fce9ad.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183195_y104719_jpg.rf.f5059402764b7c9a97fc88687919e53c.jpg,data/processed\masks\dataset1_train_tile_z18_x183195_y104719_jpg.rf.f5059402764b7c9a97fc88687919e53c.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182353_y107098_png.rf.bd2e4ab5100f3ebca51510e7963dd6fc.jpg,data/processed\masks\dataset1_train_z18_x182353_y107098_png.rf.bd2e4ab5100f3ebca51510e7963dd6fc.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183252_103854_png.rf.3fe41e0e198763c46ebec822cecc19f8.jpg,data/processed\masks\dataset1_train_z18_183252_103854_png.rf.3fe41e0e198763c46ebec822cecc19f8.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x183075_y104735_png.rf.fcc3ecfceabf153c16e5a40b4c6fa71b.jpg,data/processed\masks\dataset1_train_z18_x183075_y104735_png.rf.fcc3ecfceabf153c16e5a40b4c6fa71b.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183261_103850_png.rf.99044241eeca54afda69f37c6b4cedbb.jpg,data/processed\masks\dataset1_train_z18_183261_103850_png.rf.99044241eeca54afda69f37c6b4cedbb.png,1,dataset1,train,high
data/raw\dataset1\train\z18_184419_104338_png.rf.00a8e22510becd63ba65f52bf3f9b89b.jpg,data/processed\masks\dataset1_train_z18_184419_104338_png.rf.00a8e22510becd63ba65f52bf3f9b89b.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184307_y103564_png.rf.063127f901268435236e2a0bcc7ebfe4.jpg,data/processed\masks\dataset1_train_z18_x184307_y103564_png.rf.063127f901268435236e2a0bcc7ebfe4.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x182359_y107000_png.rf.640924599b10181273283ba4a1e95db7.jpg,data/processed\masks\dataset1_train_z18_x182359_y107000_png.rf.640924599b10181273283ba4a1e95db7.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x184306_y103563_png.rf.2641c192f25468d9b511adb842d1975b.jpg,data/processed\masks\dataset1_train_z18_x184306_y103563_png.rf.2641c192f25468d9b511adb842d1975b.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183194_y104711_jpg.rf.03a079ed22522cb45cb502fb35966b91.jpg,data/processed\masks\dataset1_train_tile_z18_x183194_y104711_jpg.rf.03a079ed22522cb45cb502fb35966b91.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182384_y107014_png.rf.d5f71c2877d4e24bf915e509ff7a0f3b.jpg,data/processed\masks\dataset1_train_z18_x182384_y107014_png.rf.d5f71c2877d4e24bf915e509ff7a0f3b.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183197_104901_png.rf.52112fc79ed185cd250483538824c213.jpg,data/processed\masks\dataset1_train_z18_183197_104901_png.rf.52112fc79ed185cd250483538824c213.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184302_y103563_png.rf.58d54f62a4c943eed28dcbcceaf07398.jpg,data/processed\masks\dataset1_train_z18_x184302_y103563_png.rf.58d54f62a4c943eed28dcbcceaf07398.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183145_y104732_jpg.rf.e02682ff9b1581ef26c1d383d6675064.jpg,data/processed\masks\dataset1_train_tile_z18_x183145_y104732_jpg.rf.e02682ff9b1581ef26c1d383d6675064.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184311_y103561_png.rf.69b1ba6b0c3d7485d0cbbc03bdb763dc.jpg,data/processed\masks\dataset1_train_z18_x184311_y103561_png.rf.69b1ba6b0c3d7485d0cbbc03bdb763dc.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x183086_y104734_png.rf.481aacc344572bdc801b31e3aa82da79.jpg,data/processed\masks\dataset1_train_z18_x183086_y104734_png.rf.481aacc344572bdc801b31e3aa82da79.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182360_y106923_png.rf.3e63bcefc0a0892cebe67205d8e10bae.jpg,data/processed\masks\dataset1_train_z18_x182360_y106923_png.rf.3e63bcefc0a0892cebe67205d8e10bae.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183139_y104729_jpg.rf.9ba13f43608b358c0da350bfd026c12a.jpg,data/processed\masks\dataset1_train_tile_z18_x183139_y104729_jpg.rf.9ba13f43608b358c0da350bfd026c12a.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184287_y103561_png.rf.ce365a6b7c53748675a050d0b9f702fa.jpg,data/processed\masks\dataset1_train_z18_x184287_y103561_png.rf.ce365a6b7c53748675a050d0b9f702fa.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x184298_y103564_png.rf.8e504d8ef6defcf91846b769646225c8.jpg,data/processed\masks\dataset1_train_z18_x184298_y103564_png.rf.8e504d8ef6defcf91846b769646225c8.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183220_y104711_jpg.rf.21d9202d7d130f24625a23b58e16bafe.jpg,data/processed\masks\dataset1_train_tile_z18_x183220_y104711_jpg.rf.21d9202d7d130f24625a23b58e16bafe.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183251_103858_png.rf.647d99359427b9c6c7dbef740800362f.jpg,data/processed\masks\dataset1_train_z18_183251_103858_png.rf.647d99359427b9c6c7dbef740800362f.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x183088_y104720_png.rf.8197e75be8a2df95bd983aab91948215.jpg,data/processed\masks\dataset1_train_z18_x183088_y104720_png.rf.8197e75be8a2df95bd983aab91948215.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183193_104901_png.rf.2c0d223fd72f069dc0f30aa9b097d00a.jpg,data/processed\masks\dataset1_train_z18_183193_104901_png.rf.2c0d223fd72f069dc0f30aa9b097d00a.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183516_104627_png.rf.48ac177f62077eb1320937c502ff845f.jpg,data/processed\masks\dataset1_train_z18_183516_104627_png.rf.48ac177f62077eb1320937c502ff845f.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183138_y104725_jpg.rf.32b694457e853ee16c259999d4a93b27.jpg,data/processed\masks\dataset1_train_tile_z18_x183138_y104725_jpg.rf.32b694457e853ee16c259999d4a93b27.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182319_y106941_png.rf.23bca19aa9d55601064789707b78679a.jpg,data/processed\masks\dataset1_train_z18_x182319_y106941_png.rf.23bca19aa9d55601064789707b78679a.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x182336_y106933_png.rf.701ea7934f5c461cecde8a5c6c876255.jpg,data/processed\masks\dataset1_train_z18_x182336_y106933_png.rf.701ea7934f5c461cecde8a5c6c876255.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183139_y104727_jpg.rf.0035ad609a706e1e5d906484ff18a693.jpg,data/processed\masks\dataset1_train_tile_z18_x183139_y104727_jpg.rf.0035ad609a706e1e5d906484ff18a693.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183274_103850_png.rf.28bbfdbf7e1e84d3e9380eaa55122241.jpg,data/processed\masks\dataset1_train_z18_183274_103850_png.rf.28bbfdbf7e1e84d3e9380eaa55122241.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183270_103846_png.rf.9824564709b33521285821ee86865a1c.jpg,data/processed\masks\dataset1_train_z18_183270_103846_png.rf.9824564709b33521285821ee86865a1c.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182377_y106979_png.rf.8daee6eb544cb306b4703c7053e47c3e.jpg,data/processed\masks\dataset1_train_z18_x182377_y106979_png.rf.8daee6eb544cb306b4703c7053e47c3e.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183138_y104729_jpg.rf.cb2f74b5d9b737df63854b843a61c094.jpg,data/processed\masks\dataset1_train_tile_z18_x183138_y104729_jpg.rf.cb2f74b5d9b737df63854b843a61c094.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182346_y106971_png.rf.5325d376092cb471104b7f94f1d0e875.jpg,data/processed\masks\dataset1_train_z18_x182346_y106971_png.rf.5325d376092cb471104b7f94f1d0e875.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x182360_y106997_png.rf.26c767e802137b807f1731007852d746.jpg,data/processed\masks\dataset1_train_z18_x182360_y106997_png.rf.26c767e802137b807f1731007852d746.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x184317_y103560_png.rf.7819105aff25246b9ae904a8eceda47c.jpg,data/processed\masks\dataset1_train_z18_x184317_y103560_png.rf.7819105aff25246b9ae904a8eceda47c.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x183085_y104738_png.rf.ed6bd4973185e8d41c6e77b5fca4a2a1.jpg,data/processed\masks\dataset1_train_z18_x183085_y104738_png.rf.ed6bd4973185e8d41c6e77b5fca4a2a1.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183204_y104711_jpg.rf.386b4e756b7025554bea2ff218f4bc4e.jpg,data/processed\masks\dataset1_train_tile_z18_x183204_y104711_jpg.rf.386b4e756b7025554bea2ff218f4bc4e.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183259_103842_png.rf.20a15975cad0ebf3b16569fc80421649.jpg,data/processed\masks\dataset1_train_z18_183259_103842_png.rf.20a15975cad0ebf3b16569fc80421649.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183194_y104702_jpg.rf.77ab265c14b1dcbbb558378ab4eafc54.jpg,data/processed\masks\dataset1_train_tile_z18_x183194_y104702_jpg.rf.77ab265c14b1dcbbb558378ab4eafc54.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183513_104621_png.rf.9d1e0ffd605bdbf9f661e625b3c246e0.jpg,data/processed\masks\dataset1_train_z18_183513_104621_png.rf.9d1e0ffd605bdbf9f661e625b3c246e0.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183217_y104705_jpg.rf.5d418d4b157b1bba1c8c51ee1a7eae8d.jpg,data/processed\masks\dataset1_train_tile_z18_x183217_y104705_jpg.rf.5d418d4b157b1bba1c8c51ee1a7eae8d.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183578_104461_png.rf.11270813fc3dbdead7f152258cb5536d.jpg,data/processed\masks\dataset1_train_z18_183578_104461_png.rf.11270813fc3dbdead7f152258cb5536d.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183511_104632_png.rf.b96e7f2c8b55e6a4c8cb453adadc6d5f.jpg,data/processed\masks\dataset1_train_z18_183511_104632_png.rf.b96e7f2c8b55e6a4c8cb453adadc6d5f.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x183088_y104738_png.rf.d66fe8790f31d992d57a82aa40c01025.jpg,data/processed\masks\dataset1_train_z18_x183088_y104738_png.rf.d66fe8790f31d992d57a82aa40c01025.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182349_y107014_png.rf.0aa0119b540e392be8d9d32bb4f7173d.jpg,data/processed\masks\dataset1_train_z18_x182349_y107014_png.rf.0aa0119b540e392be8d9d32bb4f7173d.png,0,dataset1,train,high
